VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2023-09-11 06:43:35,2023-09-11 07:14:35,3,33.05,-73.753378,40.86512,4,N,-74.235256,40.869591,4,86.99,2.98,0.5,1.62,6.25,0.3,98.64
1,2023-07-03 03:28:45,2023-07-03 04:00:45,3,9.66,-74.026645,40.504565,6,Y,-73.709909,40.733099,3,20.34,2.57,0.5,4.52,7.94,0.3,36.17
1,2023-05-16 08:32:11,2023-05-16 09:15:11,3,16.31,-73.890032,40.835862,6,N,-73.860323,40.733213,4,9.47,4.83,0.5,13.72,6.51,0.3,35.33
1,2023-12-26 06:22:42,2023-12-26 06:47:42,6,15.93,-73.758622,40.868407,3,Y,-74.293373,40.647747,1,93.2,4.07,0.5,10.59,8.28,0.3,116.94
1,2023-10-23 14:33:39,2023-10-23 14:43:39,2,40.24,-73.762753,40.585575,4,Y,-73.853409,40.827465,3,5.03,0.27,0.5,10.87,5.84,0.3,22.81
1,2023-11-19 06:08:32,2023-11-19 06:45:32,4,16.17,-74.136758,40.596696,6,Y,-73.923477,40.559626,4,59.24,0.98,0.5,16.92,0.78,0.3,78.72
1,2023-04-26 18:22:25,2023-04-26 18:31:25,4,30.55,-73.767543,40.515841,6,N,-74.237686,40.888835,2,67.0,2.25,0.5,18.46,8.4,0.3,96.91
2,2023-11-26 07:18:14,2023-11-26 07:28:14,3,42.99,-74.197422,40.621362,4,Y,-74.211029,40.64825,2,7.3,3.99,0.5,18.27,7.46,0.3,37.82
1,2023-10-24 11:15:07,2023-10-24 12:12:07,6,34.34,-74.125647,40.609483,3,N,-74.256654,40.511954,2,98.47,2.5,0.5,12.73,5.83,0.3,120.33
2,2023-12-08 13:55:52,2023-12-08 14:25:52,2,22.29,-73.959229,40.628445,1,N,-73.85879,40.892474,2,37.92,2.78,0.5,3.4,6.17,0.3,51.07
2,2023-05-23 03:19:22,2023-05-23 03:54:22,2,47.84,-73.810032,40.871398,2,Y,-73.728172,40.589379,1,58.63,0.41,0.5,7.73,8.58,0.3,76.15
1,2023-02-22 10:04:00,2023-02-22 10:13:00,3,23.28,-74.227284,40.681105,6,Y,-73.802013,40.713054,2,27.79,1.75,0.5,16.74,2.11,0.3,49.19
1,2023-06-21 20:53:23,2023-06-21 21:42:23,4,14.67,-73.952879,40.823183,4,N,-74.250482,40.519042,3,36.26,2.03,0.5,18.73,5.58,0.3,63.4
1,2023-04-12 16:49:32,2023-04-12 17:02:32,4,37.8,-74.013443,40.774479,3,N,-74.20483,40.582251,4,22.45,3.77,0.5,1.91,4.48,0.3,33.41
2,2023-09-15 11:32:01,2023-09-15 12:13:01,6,6.83,-74.17111,40.875267,1,Y,-74.262659,40.825711,3,41.86,0.6,0.5,15.74,0.26,0.3,59.26
1,2023-08-20 08:45:01,2023-08-20 09:28:01,1,39.36,-73.880693,40.581367,2,Y,-74.17449,40.831437,2,77.28,2.63,0.5,15.81,1.78,0.3,98.3
2,2023-09-29 10:27:01,2023-09-29 11:02:01,5,41.12,-74.216311,40.647631,3,N,-73.958092,40.528502,1,4.27,1.03,0.5,1.3,1.07,0.3,8.47
1,2023-03-19 23:43:11,2023-03-20 00:16:11,4,44.62,-74.18788,40.596557,3,N,-73.868177,40.822114,4,81.11,3.02,0.5,13.91,1.8,0.3,100.64
1,2023-08-12 03:19:09,2023-08-12 03:45:09,1,40.41,-74.065182,40.557861,3,Y,-73.758235,40.756622,1,3.1,1.11,0.5,10.45,8.46,0.3,23.92
1,2023-11-18 04:56:16,2023-11-18 05:05:16,4,15.33,-73.964639,40.737066,1,Y,-73.714675,40.566874,1,68.79,4.03,0.5,0.89,6.01,0.3,80.52
1,2023-12-08 20:25:40,2023-12-08 21:04:40,5,36.57,-73.809117,40.541979,1,Y,-74.001181,40.611487,3,35.7,4.65,0.5,12.04,9.55,0.3,62.74
1,2023-10-11 06:47:57,2023-10-11 07:24:57,4,19.45,-74.007126,40.64976,4,N,-73.870202,40.870139,1,37.2,3.84,0.5,0.03,6.99,0.3,48.86
1,2023-03-02 00:19:49,2023-03-02 00:53:49,4,9.27,-74.222713,40.837066,1,N,-73.909206,40.754701,3,83.1,4.42,0.5,0.47,9.91,0.3,98.7
1,2023-10-09 12:53:42,2023-10-09 13:49:42,2,17.32,-73.737511,40.544516,5,Y,-73.975214,40.64701,2,96.45,3.92,0.5,3.34,8.93,0.3,113.44
1,2023-12-10 20:38:42,2023-12-10 20:54:42,1,17.18,-74.11658,40.590865,1,N,-74.282517,40.562545,3,5.01,0.49,0.5,17.61,4.87,0.3,28.78
2,2023-11-17 10:42:22,2023-11-17 11:12:22,5,19.63,-73.713176,40.670267,4,Y,-73.717444,40.629811,1,51.31,0.68,0.5,16.6,5.14,0.3,74.53
1,2023-12-04 12:35:50,2023-12-04 13:16:50,3,44.36,-73.844545,40.544196,6,N,-74.02846,40.625292,1,32.62,3.95,0.5,18.49,9.64,0.3,65.5
2,2023-09-04 11:04:49,2023-09-04 11:36:49,5,3.69,-74.273933,40.513553,3,Y,-74.194249,40.765264,1,77.24,1.96,0.5,3.37,6.03,0.3,89.4
1,2023-07-13 16:17:47,2023-07-13 17:12:47,4,15.51,-73.838571,40.837629,3,N,-73.924986,40.872309,4,65.09,0.94,0.5,5.37,7.54,0.3,79.74
2,2023-12-28 21:25:00,2023-12-28 21:38:00,5,41.98,-74.035769,40.535759,2,N,-73.761084,40.614501,1,24.8,1.58,0.5,8.86,9.55,0.3,45.59
2,2023-07-18 22:47:00,2023-07-18 23:37:00,5,47.23,-73.934048,40.863754,6,N,-74.017714,40.64006,1,42.45,4.34,0.5,9.38,5.18,0.3,62.15
2,2023-11-24 03:00:55,2023-11-24 03:47:55,1,22.12,-74.00383,40.849724,2,N,-73.968832,40.779519,1,9.32,4.22,0.5,6.15,3.18,0.3,23.67
2,2023-01-08 01:03:34,2023-01-08 01:50:34,4,33.55,-73.74355,40.562423,1,Y,-74.153451,40.730657,2,43.18,0.46,0.5,13.17,6.8,0.3,64.41
1,2023-06-03 21:05:33,2023-06-03 21:28:33,6,38.51,-74.2529,40.543166,2,N,-74.19412,40.781842,3,54.42,4.96,0.5,13.42,3.04,0.3,76.64
2,2023-02-16 23:38:21,2023-02-16 23:44:21,4,33.04,-73.928839,40.861511,3,Y,-73.982759,40.784573,3,69.51,4.08,0.5,17.79,4.03,0.3,96.21
1,2023-09-14 14:50:26,2023-09-14 15:47:26,6,25.88,-74.164297,40.515733,1,Y,-73.764204,40.516684,4,34.25,0.29,0.5,17.97,9.26,0.3,62.57
1,2023-04-15 12:29:18,2023-04-15 12:48:18,6,16.3,-73.954054,40.601452,3,N,-73.767784,40.736677,4,71.74,2.16,0.5,0.14,7.7,0.3,82.54
2,2023-02-04 15:52:24,2023-02-04 16:12:24,6,7.69,-74.235368,40.692503,6,N,-74.068373,40.515611,2,55.88,0.42,0.5,0.11,4.28,0.3,61.49
2,2023-07-14 09:31:23,2023-07-14 09:55:23,6,20.32,-74.192407,40.733194,3,Y,-74.128396,40.725214,1,79.33,2.09,0.5,18.68,3.45,0.3,104.35
2,2023-06-02 02:50:57,2023-06-02 02:55:57,1,2.83,-74.162043,40.645351,2,N,-74.091954,40.571927,2,93.26,2.4,0.5,16.66,7.64,0.3,120.76
2,2023-01-09 18:36:32,2023-01-09 19:18:32,5,46.42,-74.035683,40.728622,4,N,-73.76255,40.84942,2,86.23,0.16,0.5,16.22,5.63,0.3,109.04
2,2023-06-10 08:31:04,2023-06-10 09:08:04,3,47.62,-74.268374,40.747589,5,N,-74.007519,40.693009,3,38.74,2.53,0.5,10.1,0.24,0.3,52.41
2,2023-05-09 05:02:06,2023-05-09 05:37:06,1,34.41,-73.833375,40.856485,1,Y,-73.919046,40.593674,2,52.36,2.93,0.5,10.05,4.33,0.3,70.47
2,2023-03-02 17:30:16,2023-03-02 17:57:16,3,14.61,-74.016251,40.601851,1,Y,-74.017827,40.718554,2,45.84,1.4,0.5,5.29,0.78,0.3,54.11
2,2023-12-09 12:51:39,2023-12-09 13:23:39,6,41.19,-74.220393,40.864318,4,N,-73.869709,40.84329,3,42.62,2.23,0.5,1.17,6.62,0.3,53.44
2,2023-10-23 20:51:33,2023-10-23 21:02:33,1,22.82,-73.808157,40.543228,5,N,-73.702452,40.788758,3,65.25,1.61,0.5,0.94,2.14,0.3,70.74
2,2023-02-26 11:03:15,2023-02-26 11:48:15,2,46.68,-74.290306,40.786925,4,Y,-74.057712,40.525764,1,11.1,4.72,0.5,14.07,2.36,0.3,33.05
1,2023-11-24 19:36:39,2023-11-24 19:41:39,3,30.37,-73.812747,40.660001,4,N,-74.155728,40.508148,3,59.46,1.94,0.5,5.51,5.19,0.3,72.9
1,2023-12-20 21:59:32,2023-12-20 22:50:32,5,18.15,-74.14001,40.598604,5,N,-73.928022,40.708334,1,61.37,4.66,0.5,14.61,2.15,0.3,83.59
1,2023-10-19 22:28:45,2023-10-19 22:57:45,4,47.81,-73.774937,40.576632,5,N,-74.28335,40.791671,2,83.97,4.1,0.5,1.46,6.43,0.3,96.76
2,2023-09-13 13:25:59,2023-09-13 13:56:59,3,46.78,-73.95749,40.816932,2,N,-74.210475,40.845403,2,67.92,1.35,0.5,12.06,5.09,0.3,87.22
1,2023-08-25 01:31:28,2023-08-25 02:19:28,1,10.56,-74.045829,40.662298,2,Y,-74.043665,40.599562,1,42.35,0.68,0.5,6.26,7.64,0.3,57.73
1,2023-06-12 06:05:48,2023-06-12 06:18:48,1,39.27,-73.765681,40.561731,6,N,-74.019477,40.658739,2,77.89,0.83,0.5,2.26,1.03,0.3,82.81
1,2023-10-12 02:06:08,2023-10-12 02:11:08,3,28.2,-74.271513,40.658032,2,N,-74.286678,40.750642,2,98.63,2.96,0.5,12.35,5.49,0.3,120.23
1,2023-08-12 06:19:28,2023-08-12 06:51:28,3,6.76,-74.113197,40.728886,6,N,-73.856264,40.531971,1,36.43,0.32,0.5,0.21,8.72,0.3,46.48
2,2023-02-15 21:58:15,2023-02-15 22:48:15,5,37.72,-74.004196,40.78144,3,Y,-74.225091,40.859898,2,24.03,4.73,0.5,7.08,1.87,0.3,38.51
1,2023-03-09 17:00:06,2023-03-09 17:57:06,1,38.11,-73.939176,40.759534,4,Y,-74.001732,40.543191,4,54.75,0.22,0.5,14.66,1.61,0.3,72.04
2,2023-01-28 07:28:20,2023-01-28 08:27:20,6,49.2,-74.204817,40.714816,1,N,-73.717311,40.818954,4,4.93,4.37,0.5,9.82,5.66,0.3,25.58
2,2023-10-06 13:29:17,2023-10-06 13:37:17,4,40.43,-74.206452,40.758751,5,Y,-73.892539,40.509416,4,65.98,4.1,0.5,11.14,6.68,0.3,88.7
2,2023-02-05 15:53:00,2023-02-05 16:35:00,2,19.66,-74.110075,40.57886,5,Y,-73.921541,40.52771,2,71.65,3.17,0.5,4.8,8.38,0.3,88.8
1,2023-09-01 02:04:48,2023-09-01 02:09:48,4,5.5,-74.059979,40.66599,5,N,-73.868131,40.592795,3,17.2,3.1,0.5,1.08,5.24,0.3,27.42
2,2023-10-29 17:14:55,2023-10-29 17:37:55,4,36.62,-73.812513,40.603516,1,N,-73.861844,40.569334,3,89.83,3.54,0.5,3.46,4.09,0.3,101.72
1,2023-10-20 05:26:44,2023-10-20 05:53:44,6,41.24,-74.298429,40.677986,5,N,-74.089135,40.50538,3,53.37,0.92,0.5,16.65,3.9,0.3,75.64
2,2023-04-06 22:10:07,2023-04-06 22:31:07,5,43.88,-73.811958,40.625968,6,N,-74.090221,40.62491,2,81.22,2.19,0.5,6.06,0.19,0.3,90.46
1,2023-11-18 23:55:11,2023-11-19 00:06:11,1,16.96,-73.797662,40.744892,4,Y,-73.737624,40.631938,4,98.35,1.34,0.5,14.34,0.1,0.3,114.93
2,2023-07-30 04:49:50,2023-07-30 05:49:50,3,32.54,-74.190741,40.713637,3,N,-74.135996,40.755725,4,36.15,1.87,0.5,4.12,6.86,0.3,49.8
1,2023-07-03 21:13:38,2023-07-03 22:13:38,3,33.71,-74.120335,40.875582,1,Y,-74.071591,40.612285,4,79.27,0.34,0.5,5.25,7.98,0.3,93.64
1,2023-03-07 11:30:48,2023-03-07 12:07:48,3,43.55,-74.233353,40.711058,2,N,-74.25485,40.805947,1,92.04,4.53,0.5,17.49,0.62,0.3,115.48
2,2023-12-01 07:39:29,2023-12-01 07:57:29,2,19.06,-73.897483,40.5299,1,N,-73.71938,40.765265,3,26.93,1.91,0.5,15.03,7.86,0.3,52.53
1,2023-01-31 20:47:22,2023-01-31 20:52:22,2,36.55,-74.271806,40.854395,1,N,-73.828552,40.767919,4,97.45,2.73,0.5,2.82,1.0,0.3,104.8
2,2023-01-31 05:23:47,2023-01-31 05:39:47,5,22.26,-73.702766,40.74912,3,N,-73.896336,40.512121,3,24.09,3.78,0.5,11.66,0.13,0.3,40.46
2,2023-11-05 07:58:50,2023-11-05 08:04:50,3,47.46,-73.712999,40.804259,5,Y,-73.983654,40.801088,3,33.01,2.51,0.5,17.35,1.2,0.3,54.87
2,2023-10-23 11:01:48,2023-10-23 11:56:48,2,34.73,-73.749431,40.896401,2,N,-73.757477,40.850841,4,48.03,0.03,0.5,3.98,8.58,0.3,61.42
1,2023-02-24 01:47:39,2023-02-24 02:31:39,6,1.01,-74.237911,40.89909,5,N,-73.807988,40.723471,2,81.34,4.45,0.5,18.21,7.13,0.3,111.93
1,2023-11-29 01:10:26,2023-11-29 01:39:26,4,36.31,-73.76394,40.777566,3,Y,-74.069846,40.615229,3,84.37,4.15,0.5,0.08,1.85,0.3,91.25
1,2023-10-16 16:43:34,2023-10-16 17:30:34,2,44.62,-74.208663,40.632238,2,Y,-74.121176,40.669903,3,67.0,4.97,0.5,4.19,8.06,0.3,85.02
2,2023-08-21 06:30:09,2023-08-21 07:27:09,6,24.04,-74.226606,40.731764,6,N,-74.211078,40.652433,2,40.97,0.25,0.5,7.91,7.57,0.3,57.5
1,2023-07-06 03:44:31,2023-07-06 03:59:31,5,37.44,-73.931308,40.567026,4,Y,-74.239666,40.539347,4,12.44,4.85,0.5,11.5,9.36,0.3,38.95
1,2023-06-08 16:52:48,2023-06-08 17:36:48,6,9.26,-73.933698,40.617395,2,N,-74.020174,40.776473,1,26.08,1.49,0.5,13.02,4.0,0.3,45.39
2,2023-05-06 16:59:55,2023-05-06 17:25:55,4,24.46,-74.241422,40.589905,2,N,-73.977439,40.895475,4,83.9,2.29,0.5,4.65,0.1,0.3,91.74
1,2023-08-03 08:12:48,2023-08-03 08:59:48,1,31.13,-74.228337,40.808687,1,Y,-74.057975,40.831183,4,54.07,0.45,0.5,1.9,7.83,0.3,65.05
2,2023-05-01 23:27:33,2023-05-01 23:34:33,2,16.31,-74.171453,40.513457,2,Y,-74.184024,40.869974,4,28.08,3.64,0.5,19.18,3.34,0.3,55.04
2,2023-01-16 13:22:10,2023-01-16 14:22:10,4,11.42,-74.075451,40.625571,1,N,-73.98192,40.709672,1,19.91,0.66,0.5,5.71,9.41,0.3,36.49
1,2023-11-21 21:38:10,2023-11-21 22:06:10,2,13.71,-73.977877,40.850326,3,Y,-74.242669,40.592442,3,93.19,4.42,0.5,9.3,7.04,0.3,114.75
1,2023-08-24 11:19:29,2023-08-24 11:46:29,4,31.97,-73.837041,40.597626,1,N,-73.913083,40.788933,3,95.24,0.92,0.5,3.57,0.98,0.3,101.51
2,2023-12-12 18:06:45,2023-12-12 18:42:45,3,11.93,-74.266485,40.591299,6,Y,-74.181073,40.872974,2,96.7,0.57,0.5,5.42,1.43,0.3,104.92
2,2023-09-16 21:27:56,2023-09-16 21:57:56,2,44.62,-74.054116,40.720173,3,N,-73.996925,40.55107,1,51.89,0.14,0.5,14.41,6.31,0.3,73.55
2,2023-05-06 07:05:09,2023-05-06 07:58:09,5,39.79,-73.782955,40.719473,3,Y,-73.870379,40.75334,3,9.1,1.21,0.5,8.04,1.76,0.3,20.91
2,2023-02-13 12:00:16,2023-02-13 12:41:16,6,36.16,-74.195744,40.64777,3,N,-74.172072,40.634422,3,19.9,1.09,0.5,8.2,5.47,0.3,35.46
1,2023-06-19 08:29:59,2023-06-19 09:17:59,1,18.76,-74.120608,40.528276,3,Y,-73.922277,40.622852,4,45.88,4.01,0.5,16.56,8.09,0.3,75.34
1,2023-08-16 13:13:42,2023-08-16 13:25:42,6,6.54,-74.131324,40.503527,5,Y,-74.121191,40.872678,2,38.42,0.17,0.5,9.47,9.68,0.3,58.54
1,2023-12-21 07:51:09,2023-12-21 08:23:09,5,30.69,-73.878869,40.597885,1,N,-73.982841,40.587007,2,47.79,3.87,0.5,17.01,6.07,0.3,75.54
1,2023-11-19 14:45:25,2023-11-19 15:02:25,1,12.74,-73.957449,40.767624,2,Y,-73.964214,40.838737,2,73.34,1.06,0.5,1.74,8.13,0.3,85.07
2,2023-09-23 12:25:06,2023-09-23 13:19:06,6,35.52,-74.152341,40.744008,5,N,-74.127745,40.835208,3,91.45,2.3,0.5,8.38,7.37,0.3,110.3
1,2023-10-15 15:26:59,2023-10-15 16:16:59,4,16.78,-74.023286,40.504063,1,Y,-73.849297,40.669631,2,37.16,2.31,0.5,3.22,3.02,0.3,46.51
1,2023-04-24 00:58:38,2023-04-24 01:53:38,6,16.0,-73.97102,40.850578,1,N,-74.197683,40.869392,1,29.54,0.79,0.5,0.12,7.2,0.3,38.45
2,2023-07-09 14:28:25,2023-07-09 15:08:25,5,30.5,-73.744648,40.580959,1,N,-73.940734,40.798968,3,75.0,3.14,0.5,13.03,8.24,0.3,100.21
1,2023-12-06 09:25:45,2023-12-06 09:37:45,5,30.44,-74.043881,40.517692,1,N,-73.937846,40.79132,2,19.74,4.07,0.5,8.22,6.11,0.3,38.94
2,2023-09-08 20:19:21,2023-09-08 20:30:21,1,40.34,-73.924423,40.840341,3,N,-73.996851,40.718404,3,31.81,1.6,0.5,3.41,2.4,0.3,40.02
1,2023-08-03 23:26:23,2023-08-04 00:19:23,5,35.55,-74.298133,40.643201,2,N,-74.093616,40.882455,1,94.75,4.88,0.5,12.74,0.61,0.3,113.78
2,2023-12-22 04:03:24,2023-12-22 04:50:24,5,32.47,-73.732174,40.651908,3,N,-73.774975,40.657324,2,67.51,2.01,0.5,2.78,9.59,0.3,82.69
2,2023-03-12 22:05:00,2023-03-12 22:25:00,3,28.16,-74.123839,40.859126,3,N,-73.828244,40.664861,4,83.64,2.45,0.5,7.02,9.69,0.3,103.6
2,2023-02-19 16:51:57,2023-02-19 16:57:57,2,15.19,-73.748824,40.760632,3,N,-74.19059,40.884182,4,33.62,2.96,0.5,3.1,0.6,0.3,41.08
1,2023-11-27 22:47:48,2023-11-27 22:56:48,6,45.06,-74.133064,40.824358,2,N,-74.285012,40.783872,3,50.38,0.08,0.5,17.97,3.15,0.3,72.38
1,2023-07-13 07:54:06,2023-07-13 08:14:06,1,37.79,-73.751392,40.880057,3,Y,-74.115974,40.802351,2,54.72,0.42,0.5,15.43,7.23,0.3,78.6
1,2023-06-22 20:26:36,2023-06-22 20:34:36,2,44.96,-73.951778,40.566819,3,Y,-74.101911,40.567946,2,88.21,1.63,0.5,3.95,7.28,0.3,101.87
1,2023-03-25 07:47:03,2023-03-25 08:38:03,2,14.47,-73.750068,40.635669,3,Y,-73.810796,40.886686,1,57.92,3.66,0.5,0.92,8.08,0.3,71.38
2,2023-07-28 00:09:35,2023-07-28 00:19:35,6,6.13,-74.197923,40.744481,4,N,-74.088764,40.591801,3,5.65,4.67,0.5,8.52,7.31,0.3,26.95
1,2023-06-16 22:27:25,2023-06-16 22:54:25,2,42.94,-74.286727,40.741932,4,N,-74.137502,40.795216,3,28.44,0.65,0.5,16.21,7.33,0.3,53.43
1,2023-03-27 13:40:16,2023-03-27 14:03:16,3,14.27,-73.84973,40.751346,4,N,-74.044163,40.757888,1,14.21,4.94,0.5,17.59,3.95,0.3,41.49
2,2023-10-12 09:03:45,2023-10-12 09:32:45,6,7.44,-73.827447,40.568947,1,Y,-74.12255,40.581077,4,78.16,2.33,0.5,13.21,1.24,0.3,95.74
1,2023-06-07 16:56:58,2023-06-07 17:38:58,5,10.61,-73.889484,40.600347,2,Y,-73.79069,40.839164,3,58.45,1.66,0.5,17.98,1.94,0.3,80.83
2,2023-04-19 02:33:40,2023-04-19 03:26:40,5,2.2,-74.249056,40.630827,4,N,-74.094021,40.626888,3,13.85,3.67,0.5,6.38,3.31,0.3,28.01
2,2023-09-06 16:56:38,2023-09-06 17:42:38,2,6.87,-73.79107,40.773525,1,Y,-74.001547,40.670538,2,73.1,2.44,0.5,0.8,2.51,0.3,79.65
1,2023-05-16 18:20:20,2023-05-16 18:49:20,1,19.62,-73.779066,40.608415,4,N,-74.255112,40.618545,1,34.98,2.45,0.5,14.94,0.23,0.3,53.4
2,2023-01-17 04:27:23,2023-01-17 04:40:23,3,16.28,-74.236805,40.715799,3,Y,-74.163085,40.835314,2,40.18,1.97,0.5,8.91,4.99,0.3,56.85
2,2023-10-21 15:40:22,2023-10-21 16:39:22,3,3.54,-73.887028,40.696271,3,Y,-73.721142,40.602188,2,4.9,2.61,0.5,11.96,8.01,0.3,28.28
2,2023-06-06 02:38:57,2023-06-06 03:01:57,2,8.31,-74.01166,40.812673,1,Y,-74.25115,40.849574,1,37.65,4.23,0.5,17.24,4.72,0.3,64.64
2,2023-09-16 23:17:51,2023-09-16 23:51:51,4,31.42,-74.238104,40.686883,1,N,-73.74361,40.544329,1,68.94,4.78,0.5,12.23,4.33,0.3,91.08
1,2023-03-11 00:19:37,2023-03-11 00:41:37,2,10.29,-73.8423,40.633876,3,Y,-73.8075,40.771815,3,35.01,2.42,0.5,4.43,7.1,0.3,49.76
1,2023-07-21 14:08:16,2023-07-21 14:35:16,6,44.23,-73.784613,40.863394,4,N,-73.910174,40.61507,2,34.73,1.87,0.5,16.37,0.8,0.3,54.57
2,2023-03-28 09:24:12,2023-03-28 09:41:12,3,1.3,-74.020728,40.558779,3,Y,-73.818236,40.687062,3,31.15,1.08,0.5,2.6,9.34,0.3,44.97
2,2023-03-24 02:39:37,2023-03-24 02:55:37,3,14.79,-73.710727,40.816522,6,N,-74.081315,40.841794,1,76.1,1.02,0.5,15.28,4.33,0.3,97.53
2,2023-04-26 22:09:17,2023-04-26 22:42:17,4,39.02,-73.905578,40.681234,4,N,-74.106188,40.69513,1,90.31,0.42,0.5,14.62,3.29,0.3,109.44
1,2023-11-12 11:50:46,2023-11-12 11:59:46,5,36.21,-74.266469,40.836047,3,N,-73.820192,40.640591,3,50.75,4.78,0.5,12.65,2.87,0.3,71.85
2,2023-09-18 23:58:02,2023-09-19 00:48:02,5,15.27,-74.134798,40.579565,6,Y,-73.928777,40.718094,4,67.62,3.11,0.5,7.3,1.49,0.3,80.32
2,2023-07-25 20:22:07,2023-07-25 21:02:07,6,22.59,-73.818777,40.86904,3,N,-73.825091,40.800301,2,90.13,1.91,0.5,15.29,1.27,0.3,109.4
1,2023-03-01 00:58:50,2023-03-01 01:57:50,2,48.72,-73.892648,40.593637,6,N,-74.099966,40.809893,4,12.94,0.71,0.5,3.98,1.87,0.3,20.3
1,2023-05-30 14:59:03,2023-05-30 15:51:03,2,33.5,-73.883921,40.578881,1,Y,-74.162077,40.81161,2,77.8,3.47,0.5,6.21,9.68,0.3,97.96
1,2023-07-29 11:26:43,2023-07-29 11:51:43,4,40.31,-73.980633,40.620656,6,Y,-74.137273,40.760036,1,32.09,3.88,0.5,8.09,6.96,0.3,51.82
2,2023-11-11 04:16:00,2023-11-11 05:00:00,3,37.82,-74.052952,40.751285,2,Y,-73.703177,40.728757,4,58.33,2.17,0.5,14.91,8.39,0.3,84.6
1,2023-03-14 12:12:25,2023-03-14 12:47:25,4,35.5,-74.060485,40.886911,1,N,-73.90956,40.888568,3,4.8,4.63,0.5,10.59,0.83,0.3,21.65
1,2023-12-23 04:59:20,2023-12-23 05:45:20,6,16.08,-74.235667,40.867132,4,N,-73.846174,40.613447,1,76.81,3.71,0.5,13.37,6.09,0.3,100.78
2,2023-05-25 08:36:16,2023-05-25 09:09:16,3,38.58,-73.864981,40.772646,2,N,-73.882943,40.552876,4,39.57,1.12,0.5,10.24,6.4,0.3,58.13
2,2023-10-22 12:40:47,2023-10-22 12:52:47,1,32.39,-74.284031,40.760025,3,N,-73.791061,40.7509,1,32.47,3.54,0.5,8.55,8.87,0.3,54.23
1,2023-12-21 17:53:12,2023-12-21 18:34:12,6,36.42,-73.94811,40.525084,3,Y,-74.048844,40.888242,3,97.29,4.98,0.5,6.07,5.16,0.3,114.3
1,2023-01-09 00:43:58,2023-01-09 01:31:58,5,21.26,-73.969993,40.702366,2,Y,-74.101558,40.711414,2,75.76,4.5,0.5,17.02,5.33,0.3,103.41
1,2023-12-19 15:32:16,2023-12-19 16:13:16,3,35.06,-73.836223,40.564618,2,Y,-74.195456,40.622449,4,78.63,4.72,0.5,11.19,6.42,0.3,101.76
2,2023-02-20 01:49:10,2023-02-20 02:16:10,6,38.52,-74.036418,40.556713,3,Y,-73.832874,40.845668,1,9.69,3.85,0.5,3.71,0.4,0.3,18.45
1,2023-10-21 13:20:56,2023-10-21 13:33:56,1,6.41,-73.902908,40.514637,3,N,-74.03172,40.887901,4,61.74,2.77,0.5,15.52,7.36,0.3,88.19
2,2023-04-22 03:38:50,2023-04-22 03:58:50,1,6.94,-74.0069,40.591222,6,Y,-73.967437,40.568602,4,27.2,3.44,0.5,2.58,5.85,0.3,39.87
2,2023-04-26 12:47:45,2023-04-26 13:37:45,1,42.26,-74.078784,40.808255,4,N,-74.238301,40.83461,3,19.12,0.99,0.5,8.47,2.18,0.3,31.56
2,2023-07-21 23:52:40,2023-07-22 00:42:40,4,17.88,-74.278911,40.78546,1,Y,-73.771688,40.872206,2,85.11,4.91,0.5,19.72,7.0,0.3,117.54
1,2023-09-08 08:25:10,2023-09-08 08:31:10,1,17.82,-74.17831,40.621981,5,N,-73.934829,40.632344,2,74.9,1.54,0.5,13.01,5.37,0.3,95.62
2,2023-05-07 21:15:08,2023-05-07 21:53:08,2,7.1,-73.710974,40.763777,4,Y,-74.089574,40.686069,3,70.41,2.59,0.5,12.62,1.89,0.3,88.31
1,2023-03-14 00:58:43,2023-03-14 01:09:43,3,43.48,-74.203425,40.873407,5,Y,-74.212833,40.693385,4,15.13,3.94,0.5,10.2,2.99,0.3,33.06
1,2023-09-07 01:32:18,2023-09-07 02:09:18,5,28.45,-73.90743,40.543692,4,Y,-74.230557,40.671707,2,99.59,3.88,0.5,1.76,5.73,0.3,111.76
1,2023-05-11 15:40:27,2023-05-11 15:46:27,3,10.08,-73.921058,40.504738,3,Y,-74.100156,40.882913,3,28.3,4.18,0.5,7.7,9.87,0.3,50.85
2,2023-11-09 09:41:30,2023-11-09 10:09:30,2,0.55,-73.796893,40.758687,1,Y,-73.782699,40.564279,3,62.95,0.74,0.5,6.64,8.14,0.3,79.27
1,2023-04-17 16:51:33,2023-04-17 17:10:33,5,9.62,-73.726995,40.614881,2,Y,-74.020126,40.753553,1,57.75,1.74,0.5,8.36,8.21,0.3,76.86
1,2023-03-30 20:21:19,2023-03-30 21:20:19,4,23.6,-74.028874,40.845004,4,N,-74.059667,40.744011,1,2.88,1.64,0.5,8.6,4.4,0.3,18.32
1,2023-02-07 05:44:01,2023-02-07 06:37:01,3,32.59,-74.164171,40.866415,5,Y,-74.037382,40.806791,1,19.66,1.44,0.5,12.29,6.96,0.3,41.15
2,2023-03-17 18:59:41,2023-03-17 19:18:41,2,19.92,-73.721534,40.629728,5,Y,-73.923711,40.818442,2,81.55,1.94,0.5,8.26,4.3,0.3,96.85
